Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Hon.	Lawler	Michael Vincent		C	NY17	2022	7/15/2022	10049724
	Lawlor	Carrie		C	FL21	2022	5/10/2022	10047997
	Leavitt	Karoline		C	NH01	2022	5/16/2022	10048230
	Lebeau	Daniel Joseph		D	VA06	2022	5/27/2022	8219003
	Lee	Laurel		C	FL15	2022	7/18/2022	10049728
Mrs.	Lee	Laurel		X	FL15	2022	6/23/2022	30017459
Mrs.	Lee	Laurel		X	FL15	2022	7/18/2022	30017649
	Lee	Summer		C	PA12	2022	5/17/2022	10049306
Hon.	Lee	Susie		P	NV03	2022	2/3/2022	20020369
Hon.	Lee	Susie		P	NV03	2022	3/4/2022	20020473
Hon.	Lee	Susie		P	NV03	2022	5/18/2022	20021052
Hon.	Lee	Susie		P	NV03	2022	6/21/2022	20021252
Hon.	Lee	Susie		P	NV03	2022	8/13/2022	20021550
	Lehman	Matthew		C	KY04	2022	5/13/2022	10048647
	Lewis	Nathan Allen		D	TX19	2022	1/18/2022	40003296
	Lipsman	Karina		C	VA08	2022	8/13/2022	10044668
	Lipsman	Karina		X	VA08	2022	6/22/2022	30016913
	Loeb	Eric		C	MD04	2022	6/15/2022	10046495
	Loeb	Eric		X	MD04	2022	6/22/2022	30016731
Hon.	Lofgren	Zoe		P	CA19	2022	1/7/2022	20020179
Hon.	Lofgren	Zoe		P	CA19	2022	4/11/2022	20020775
Hon.	Lofgren	Zoe		P	CA19	2022	5/10/2022	20020989
Hon.	Lofgren	Zoe		P	CA19	2022	7/13/2022	20021367
Hon.	Lofgren	Zoe		P	CA19	2022	8/8/2022	20021503
	Logan	George S.		C	CT05	2022	5/27/2022	10049558
	Logemann	Jonathan		C	IL17	2022	4/21/2022	10046567
Mr.	Lombardi	Jack Mr	II	C	IL14	2022	6/13/2022	10049696
Mr.	Lombardi	Jack Mr	II	X	IL14	2022	6/23/2022	8219049
	Lombardo	Mark		X	FL01	2022	7/13/2022	30017581
Hon.	Long	Billy		P	MO07	2022	3/8/2022	8218599
	Long	Timothy Louis		C	CO08	2022	5/15/2022	10048843
	Loomer	Laura		A	FL11	2022	6/17/2022	10049796
	Loomer	Laura		C	FL11	2022	6/17/2022	10049795
	Lopez	Francisco	Jr.	D	TX23	2022	2/4/2022	40003306
Dr.	Lorinser	Bob James	Jr.	C	MI01	2022	4/26/2022	10046208
	Lowenfels	Jeff		C	AK00	2022	5/6/2022	10047355
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/6/2022	20020167
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/21/2022	20020270
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/21/2022	20020271
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/21/2022	20020274
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/25/2022	20020307
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/27/2022	20020321
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/27/2022	20020322
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/27/2022	20020323
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/29/2022	20020331
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/30/2022	20020333
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/30/2022	20020334
Hon.	Lowenthal	Alan S.		P	CA47	2022	2/10/2022	20020427
Hon.	Lowenthal	Alan S.		P	CA47	2022	2/18/2022	20020486
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/4/2022	20020562
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/4/2022	20020563
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/4/2022	20020564
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/4/2022	20020565
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/22/2022	20020676
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/22/2022	20020677
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/22/2022	20020678
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/26/2022	20020690
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/10/2022	20020769
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/10/2022	20020770
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/12/2022	20020781
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/12/2022	20020782
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/16/2022	20020811
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/28/2022	20020892
Hon.	Lowenthal	Alan S.		P	CA47	2022	5/2/2022	20020920
Hon.	Lowenthal	Alan S.		P	CA47	2022	5/21/2022	20021089
Hon.	Lowenthal	Alan S.		P	CA47	2022	5/21/2022	20021090
Hon.	Lowenthal	Alan S.		P	CA47	2022	5/22/2022	20021093
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/2/2022	20021135
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021240
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021241
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021242
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021243
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021244
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021245
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021246
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/24/2022	20021251
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021292
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021293
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021294
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021295
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021296
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021297
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021298
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021299
Hon.	Lowenthal	Alan S.		P	CA47	2022	7/6/2022	20021325
Hon.	Lowenthal	Alan S.		P	CA47	2022	7/25/2022	20021431
Hon.	Lowenthal	Alan S.		P	CA47	2022	7/25/2022	20021432
Hon.	Lowenthal	Alan S.		P	CA47	2022	8/4/2022	20021483
Hon.	Lowenthal	Alan S.		P	CA47	2022	8/7/2022	20021498
Hon.	Lowenthal	Alan S.		P	CA47	2022	9/3/2022	20021641
	Lozada	Frank J.		C	NY05	2022	5/22/2022	10049435
	Lucas	Martin		D	IN01	2022	3/30/2022	40003325
	Ludden	Kendal		C	NJ10	2022	5/12/2022	10048460
Dr.	Lutin	Charles David		C	GA14	2022	4/27/2022	10046902
	Luttrell	Morgan Joe		C	TX08	2022	8/12/2022	10047949
	Luttrell	Morgan Joe		X	TX08	2022	6/7/2022	30016733
	Lux	Daniel Anthony		C	LA02	2022	8/15/2022	10050197
	Lynn	Eric		C	FL13	2022	5/11/2022	10048142
	Lyras	Louis		C	OH06	2022	4/19/2022	10046438
	MacIe	Mara Heather		C	FL04	2022	6/14/2022	10049682
	MacIe	Mara Heather		X	FL04	2022	6/17/2022	30017441
	MacKenzie	Ryan Edward		C	PA07	2022	5/9/2022	10047792
	Madden	Liam		C	VT00	2022	8/18/2022	10050251
	Magaziner	Seth		C	RI02	2022	8/13/2022	10048995
	Magaziner	Seth		X	RI02	2022	6/7/2022	30017194
	Magsig	Nathan		C	CA05	2022	3/23/2022	8218616
	Maher	Michael A.		C	CA22	2022	3/5/2022	10044667
Dr.	Mahmood	Asif		C	CA40	2022	5/6/2022	10047116
	Majewski	J. R.		C	OH09	2022	8/8/2022	10050140
	Majok	Chol-Awan A.		C	NY24	2022	5/16/2022	10049227
Mr.	Majors	Bruce Powell		A	DC00	2022	8/5/2022	10050116
Mr.	Majors	Bruce Powell		C	DC00	2022	8/5/2022	10050114
	Makki	Amanda		C	FL13	2022	7/15/2022	10048935
	Makki	Amanda		X	FL13	2022	6/7/2022	30017165
	Malgeri	Noah		C	NV03	2022	5/27/2022	10049554
Hon.	Maloney	Carolyn B.		P	NY12	2022	2/18/2022	20020477
Hon.	Maloney	Carolyn B.		P	NY12	2022	3/17/2022	20020641
Hon.	Maloney	Carolyn B.		P	NY12	2022	7/19/2022	20021404
Hon.	Manning	Kathy		P	NC06	2022	2/11/2022	20020423
Hon.	Manning	Kathy		P	NC06	2022	3/4/2022	20020481
Hon.	Manning	Kathy		P	NC06	2022	4/7/2022	20020742
Hon.	Manning	Kathy		P	NC06	2022	5/4/2022	20020925
Hon.	Manning	Kathy		P	NC06	2022	6/6/2022	20021045
Hon.	Manning	Kathy		P	NC06	2022	7/7/2022	20021226
Hon.	Manning	Kathy		P	NC06	2022	7/26/2022	20021437
Hon.	Manning	Kathy		P	NC06	2022	8/10/2022	20021470
	Manns	Jeffrey D.		W		2022		8218644
	Manolache	Gabriella		W		2022		8219027
	Manolache	Gabriella		X	MI03	2022	5/11/2022	8218717
Mr.	Markel	Homer Chip		C	IL12	2022	4/20/2022	10046484
	Marks	Martin J.		C	FL21	2022	2/17/2022	8218572
	Marlinga	Carl		C	MI10	2022	5/11/2022	10047148
	Marshall	Derek		C	CA23	2022	5/20/2022	10049243
	Marsicano	Michael P.		C	PA08	2022	4/13/2022	10044988
	Marter	James Thomas		C	IL14	2022	5/13/2022	10048686
	Martilli	Dean		C	MA01	2022	5/13/2022	10048580
	Martin	Bradley		W	IL09	2022	6/17/2022	7884
	Martin	Henry Robert		C	MO06	2022	4/15/2022	10046215
	Martin	Jack		C	FL11	2022	4/7/2022	10044765
	Martin	Terry		C	IL13	2022	5/16/2022	10047335
Mr.	Martinez Garin	Carlos A.		A	FL28	2022	7/11/2022	10049957
Mr.	Martinez Garin	Carlos A.		C	FL28	2022	6/6/2022	10049688
	Martinez Johnson	Alexis		C	NM03	2022	5/6/2022	10047005
	Martz	Melissa		C	FL18	2022	4/19/2022	10046472
Mr.	Maryott	Brian L.		C	CA49	2022	5/8/2022	10044775
Hon.	Mast	Brian		P	FL18	2022	5/9/2022	20020964
Hon.	Mast	Brian		P	FL18	2022	8/12/2022	20021538
Hon.	Mast	Brian		P	FL18	2022	8/12/2022	20021542
Hon.	Mast	Brian		P	FL18	2022	8/12/2022	20021543
	Mathews	Peter		C	CA42	2022	5/15/2022	10048712
	Mathis	Elizabeth		C	IA02	2022	5/16/2022	10047468
	Matland	John		C	NY11	2022	4/27/2022	10044586
	Matland	John		D	NY11	2022	2/15/2022	40003310
Hon.	Matsui	Doris O.		P	CA06	2022	6/16/2022	20021148
	Mattammal	Gus		C	CA15	2022	5/15/2022	10048833
	Matthews	Dan		C	WA02	2022	6/6/2022	10049587
	Mauro	Regina		C	PA06	2022	4/15/2022	10044664
	May	Bob		C	MA06	2022	7/14/2022	10048128
	May	Robert		X	MA06	2022	6/7/2022	30017268
	Mayberry	Young		C	AZ06	2022	4/25/2022	10046801
	Mayfield	Darius		C	NJ12	2022	5/6/2022	10047560
	McAndrew	Ruth		D	NJ11	2022	7/21/2022	8219096
Mr.	McCaffrey	Francis Timothy Mr		W	TX34	2022	4/28/2022	7852
	McCallian	Randi		C	MO08	2022	5/26/2022	10049522
Hon.	McCaul	Michael T.		P	TX10	2022	1/27/2022	8218545
Hon.	McCaul	Michael T.		P	TX10	2022	2/23/2022	8218579
Hon.	McCaul	Michael T.		P	TX10	2022	3/17/2022	8218615
Hon.	McCaul	Michael T.		P	TX10	2022	4/18/2022	8218645
Hon.	McCaul	Michael T.		P	TX10	2022	5/25/2022	8218855
Hon.	McCaul	Michael T.		P	TX10	2022	6/14/2022	8219010
Hon.	McCaul	Michael T.		P	TX10	2022	7/20/2022	8219090
Hon.	McCaul	Michael T.		P	TX10	2022	8/17/2022	8219185
	McCormack	Holly		X	GA14	2022	6/7/2022	8218997
Dr.	McCormick	Richard Dean Dr		C	GA06	2022	5/16/2022	10046803
	McCoy	Lisa		C	GA07	2022	4/15/2022	10046216
Mr.	McDonald	Timothy Bernard		D	TN08	2022	7/29/2022	8219053
	McDowell	Jan		C	TX24	2022	5/11/2022	10047573
	McFarland	Jay		C	UT02	2022	5/10/2022	10048081
	McGarvey	Morgan		C	KY03	2022	6/1/2022	10046220
	McGonigal	Malgorzata		C	IL05	2022	6/22/2022	10049838
Ms.	McGrath	Deb Marie		C	WI03	2022	6/15/2022	10046841
Ms.	McGrath	Deborah Marie		X	WI03	2022	5/6/2022	30016474
	McKaughan	Daniel Cregg		C	TX08	2022	5/15/2022	10048856
	McKibben	Allen Harley	II	W	MT01	2022	4/8/2022	7838
Hon.	McKinley	David B.		P	WV01	2022	1/14/2022	20020158
Hon.	McKinley	David B.		P	WV01	2022	6/10/2022	20021124
Hon.	McKinley	David B.		P	WV01	2022	8/3/2022	20021454
	McLeod-Skinner	Jamie Eng		C	OR05	2022	8/3/2022	10050100
	McMain	Marc		C	GA10	2022	5/10/2022	10046427
	McNulty	Ellen Ej		X	MD02	2022	6/22/2022	30017362
	McPhail	Sharon		C	MI13	2022	7/2/2022	10047015
	McPhail	Sharon		X	MI13	2022	5/6/2022	30016504
Hon.	Meijer	Peter		P	MI03	2022	7/21/2022	20021332
	Melgoza	Victor		C	TX27	2022	1/30/2022	10044493
	Meloy	Sean		C	PA17	2022	7/28/2022	10049028
	Meloy	Sean		X	PA17	2022	6/7/2022	30017217
	Melton	Ryan Michael Appleton		C	IA04	2022	5/31/2022	10049575
	Mendenhall	Denarvis C.		C	IL07	2022	5/13/2022	10048694
	Menendez	Robert J.		C	NJ08	2022	5/8/2022	10047553
	Merk	Gregory Charles Charles		C	FL01	2022	4/15/2022	10046249
	Mettler	Sherry		C	AK00	2022	4/30/2022	10047118
	Metzendorf	Adam		C	AZ06	2022	5/16/2022	10049268
	Meurer	William		C	CA30	2022	5/13/2022	8218732
Hon.	Meuser	Daniel		P	PA09	2022	2/16/2022	20020458
	Meyers	Louis B.		C	VT00	2022	6/16/2022	8219018
	Michael	Cassidy		C	MS03	2022	4/23/2022	10046703
	Michon	Brandon		C	VA10	2022	4/21/2022	10044715
	Miller	Aruna		W	MD06	2022	4/28/2022	7841
Hon.	Miller	Carol Devine		P	WV03	2022	1/14/2022	20020233
Hon.	Miller	Carol Devine		P	WV03	2022	9/2/2022	20021633
Hon.	Miller	Carol Devine		P	WV03	2022	9/2/2022	20021636
	Miller	Cassandra Tanner		C	IL11	2022	6/7/2022	10049695
	Miller	Cassandra Tanner		X	IL11	2022	5/17/2022	8218791
	Miller	Max		C	OH07	2022	5/6/2022	10047420
	Miller	Stephen		C	NC07	2022	5/6/2022	8218707
	Millis	Tonya Lynn		C	IN09	2022	7/3/2022	10049902
	Millwee	Robert		D	FL25	2022	7/7/2022	8219077
	Milo	Blair		C	IN01	2022	4/1/2022	10044743
	Mitchell	Christopher		C	CO05	2022	5/15/2022	10048900
	Mitchell	Nicholas		C	UT02	2022	3/19/2022	10044712
	Mizeur	Heather Renay		C	MD01	2022	6/15/2022	10047903
	Mizeur	Heather Renay		X	MD01	2022	6/6/2022	30016857
	Molesevich	Mike		C	PA15	2022	8/8/2022	10050137
	Molinaro	Marcus J.		C	NY19	2022	5/19/2022	10049400
	Monahan	Steven Edward		C	CO06	2022	5/15/2022	10048797
	Monday	Christopher Brian		C	TN06	2022	4/18/2022	10046413
	Montague	Willie		X	FL10	2022	7/21/2022	8219110
	Montanez Berrios (Dmb)	Deliris		C	TX16	2022	8/13/2022	10049293
	Montanez Berrios (Dmb)	Deliris		X	TX16	2022	6/16/2022	30017368
	Monteforte	Michael A.	Jr.	A	VA07	2022	1/12/2022	10044377
	Monteforte	Michael A.	Jr.	C	VA07	2022	1/12/2022	10044375
	Montiel	Carmen		C	TX18	2022	5/12/2022	10048473
	Montoya	Samuel Christopher		D	TX35	2022	2/16/2022	40003311
	Moon	Richard		C	NY23	2022	5/12/2022	10048032
Hon.	Moore	Blake		B	UT01	2022	6/9/2022	8219029
Hon.	Moore	Blake		P	UT01	2022	1/8/2022	20020135
Hon.	Moore	Blake		P	UT01	2022	2/3/2022	20020344
	Moore	John W.		C	AZ01	2022	5/16/2022	10048705
	Moore	John W.		X	AZ01	2022	6/3/2022	30017347
	Moore	Scotty		C	FL09	2022	8/18/2022	10048205
	Moore	Scotty		X	FL09	2022	6/7/2022	30016869
	Moore	Scotty		X	FL09	2022	7/18/2022	30017640
Mr.	Moquin	Cameron Michael		C	RI02	2022	5/13/2022	10048541
	Morales	Adianis		D	FL09	2022	7/7/2022	40003360
	Moran	Nathaniel Quentin		C	TX01	2022	6/27/2022	10049767
	Morgan	Adam		X	AZ04	2022	4/12/2022	30015307
	Morgan	Yuripzy		C	MD02	2022	5/31/2022	10044727
	Morgenthau	Sarah		C	RI02	2022	8/12/2022	10044703
	Morgenthau	Sarah		X	RI02	2022	6/7/2022	30017087
	Morris	Robert Bruce		D	NV03	2022	4/8/2022	40003330
	Moskowitz	Jared		C	FL22	2022	7/22/2022	10044759
	Moskowitz	Jared		X	FL22	2022	4/12/2022	30015306
	Mowers	Matt		C	NH01	2022	5/15/2022	10048839
Mr.	Moy	Daniel Robert		X	VA05	2022	3/28/2022	30015298
	Mua	Toni		C	MI13	2022	3/4/2022	10044663
	Mua	Toni		X	MI13	2022	3/8/2022	30015274
	Mullin	Kevin		C	CA15	2022	5/16/2022	10048341
Mr.	Muneer	Khalid		C	FL10	2022	8/11/2022	10050183
	Munns	Shante		C	FL11	2022	6/25/2022	10049854
	Munns	Shante		X	FL11	2022	7/6/2022	30017568
Mr.	Munson	Jeremy		C	MN01	2022	5/2/2022	10047180
Hon.	Murphy	Greg Francis		P	NC03	2022	6/8/2022	20021171
	Murphy	Lee		C	DE00	2022	4/25/2022	10046746
	Murray	Mikki M.		W	MN04	2022	7/7/2022	7865
	Murtari	John		C	NY24	2022	6/13/2022	10049726
	Murtari	John		W	NY24	2022	7/7/2022	7879
	Myles	James		C	VA11	2022	5/11/2022	10048117
Mr.	Namkung	Terry Tolbert		C	VA03	2022	5/16/2022	10048664
	Napier	Mark Noah		C	FL22	2022	5/9/2022	10047912
	Neighbors	Ricky Allen		C	AL04	2022	3/15/2022	10044615
	Nelson	Telena C.		A	GU00	2022	6/24/2022	10049847
	Nelson	Telena C.		C	GU00	2022	6/24/2022	10049693
	Nelson	Telena C.		X	GU00	2022	6/7/2022	8218987
	Neumann	Cora		C	MT01	2022	5/16/2022	10048914
Dr.	Neumann	Mark Allen		C	WI03	2022	7/8/2022	10047731
Dr.	Neumann	Mark Allen		X	WI03	2022	6/7/2022	30016670
	Nevarez	Wendy Marie-Limbaugh		C	NC11	2022	4/18/2022	10046312
Hon.	Newman	Marie		P	IL03	2022	1/8/2022	20020145
Hon.	Newman	Marie		P	IL03	2022	2/8/2022	20020370
Hon.	Newman	Marie		P	IL03	2022	3/5/2022	20020560
	Newman	Seth		D	CA04	2022	7/7/2022	40003368
	Nick	Lalota		C	NY01	2022	7/19/2022	10047996
	Nick	Lalota		X	NY01	2022	6/7/2022	30016753
Hon.	Nickel	Wiley		C	NC13	2022	5/13/2022	10048480
Hon.	Nickel	Wiley		X	NC13	2022	5/17/2022	8218794
	Niou	Yuh-Line		A	NY10	2022	8/12/2022	10050161
	Niou	Yuh-Line		C	NY10	2022	6/18/2022	10049799
	Norington-Reaves	Karin M.		C	IL01	2022	5/16/2022	10049120
	Normoyle	Angela H.		C	IL17	2022	5/15/2022	10048036
	Norton	Elijah		C	AZ01	2022	5/16/2022	10048031
	Norton	Elijah		X	AZ01	2022	6/3/2022	30016764
Hon.	Nunes	Devin		T	CA22	2022	1/30/2022	10044405
	Nunn	Zach		C	IA03	2022	5/17/2022	10047939
	Ocampo Grajales	David		C	NJ08	2022	5/16/2022	10049111
	O'Connor	Daniel Jay	Jr	W		2022		8218857
	O'Hara	Joseph		C	GA02	2022	5/13/2022	10048700
	Olivo	Christine Alexandria		C	FL26	2022	7/17/2022	10049716
	Olivo	Christine Alexandria		X	FL26	2022	6/23/2022	30017450
	Olsen	Erik		C	WI02	2022	6/28/2022	8219060
	Olsen	Erik		X	WI02	2022	6/7/2022	8218984
	Olson	Richard Thomas		C	MN02	2022	7/24/2022	10050043
	Olszewski	Al		C	MT01	2022	5/16/2022	10048846
	Ortagus	Morgan		W		2022		8219139
	Ortagus	Morgan		X	TN05	2022	6/3/2022	30016714
	Ortega	Michael		C	CA46	2022	5/15/2022	10048903
	Pacheco	Edwin		W	RI02	2022	7/7/2022	7870
	Painter	Richard William		C	MN01	2022	4/22/2022	10046609
	Paladino	Carl Pasquale		C	NY23	2022	8/19/2022	10050086
	Palin	Sarah		C	AK00	2022	5/17/2022	10047820
	Pallotta	Frank		C	NJ05	2022	5/16/2022	10048698
	Palmer	Robert A.		C	IL01	2022	5/24/2022	10049498
	Park	Charles		C	NJ01	2022	7/20/2022	10047263
	Park	Charles		X	NJ01	2022	5/12/2022	30016564
	Parks	Stewart Thomas		C	TN05	2022	5/11/2022	10048104
	Parrish	Bernard Kyle		D	NC07	2022	2/7/2022	40003308
Mr.	Parrott	Neil Conrad		C	MD06	2022	7/4/2022	10049904
	Parson	Rebecca Elizabeth		C	WA06	2022	4/21/2022	10046641
Hon.	Pascrell	Bill	Jr.	P	NJ09	2022	1/18/2022	20020216
	Pastore	Daniel		C	PA16	2022	4/17/2022	10044426
	Pastrana	Allek		X	FL07	2022	6/7/2022	30017114
	Pat	Judith T Won		X	GU00	2022	6/7/2022	8218998
	Patel	Bhavini		W	PA18	2022	4/8/2022	7837
	Patel	Suraj		C	NY12	2022	6/27/2022	10049731
	Paulina Luna	Anna		C	FL13	2022	8/29/2022	10050322
	Payne	Thomas Lane	Jr.	C	LA03	2022	7/18/2022	10050005
	Pekau	Keith		A	IL06	2022	6/23/2022	8219040
	Pekau	Keith		C	IL06	2022	6/10/2022	10049715
Hon.	Pelosi	Nancy		P	CA12	2022	1/12/2022	20020208
Hon.	Pelosi	Nancy		P	CA12	2022	2/28/2022	20020515
Hon.	Pelosi	Nancy		P	CA12	2022	3/4/2022	20020561
Hon.	Pelosi	Nancy		P	CA12	2022	3/21/2022	20020662
Hon.	Pelosi	Nancy		P	CA12	2022	5/3/2022	20020916
Hon.	Pelosi	Nancy		P	CA12	2022	6/3/2022	20021142
Hon.	Pelosi	Nancy		P	CA12	2022	7/14/2022	20021374
Hon.	Pelosi	Nancy		P	CA12	2022	7/26/2022	20021438
Mrs.	Peltola	Mary Sattler		C	AK00	2022	5/17/2022	10049292
	Pence	Angela		C	GA14	2022	7/5/2022	10049905
Hon.	Perlmutter	Ed		P	CO07	2022	1/25/2022	20020300
Hon.	Perlmutter	Ed		P	CO07	2022	5/10/2022	20020987
Hon.	Perlmutter	Ed		P	CO07	2022	6/16/2022	20021232
	Perrone	Myles		C	FL23	2022	8/6/2022	10050122
Mr.	Peters	James Andrew	Jr.	C	CA14	2022	5/8/2022	10047706
Mr.	Peters	Samuel James		C	NV04	2022	5/16/2022	10049048
Hon.	Peters	Scott H.		P	CA52	2022	2/15/2022	20020436
Hon.	Peters	Scott H.		P	CA52	2022	5/18/2022	20021049
Hon.	Peters	Scott H.		P	CA52	2022	6/19/2022	20021202
Hon.	Peters	Scott H.		P	CA52	2022	7/15/2022	20021323
Hon.	Peters	Scott H.		P	CA52	2022	8/16/2022	20021506
	Peters	Walt		C	IL16	2022	5/11/2022	8218728
	Peterson	Kaylee Jade		D	ID01	2022	4/27/2022	8218764
Ms.	Pettersen	Brittany Louise		C	CO07	2022	5/16/2022	10044568
	Pfaff	Brad		C	WI03	2022	7/7/2022	10046939
	Pfaff	Brad		X	WI03	2022	5/6/2022	30016491
Hon.	Pfluger	August Lee	II	P	TX11	2022	5/25/2022	20021108
Hon.	Phillips	Dean		B	MN03	2022	2/3/2022	8218555
Hon.	Phillips	Dean		B	MN03	2022	4/4/2022	8218627
Hon.	Phillips	Dean		B	MN03	2022	7/8/2022	8219070
Hon.	Phillips	Dean		P	MN03	2022	8/13/2022	20021509
	Phillips	G. Scott		C	OR01	2022	4/16/2022	10044613
	Phillips	Jeffrey Alan		D	CA11	2022	4/29/2022	40003335
	Pichardo	Laura		C	NC06	2022	5/24/2022	10049433
Mr.	Pierson	Nels		C	MN01	2022	5/17/2022	10049238
Hon.	Pingree	Chellie		P	ME01	2022	6/3/2022	20021139
	Piper-Loomis	Lynz		C	SC01	2022	6/23/2022	8219039
	Pitocco	Antonio		C	MD03	2022	5/16/2022	10048918
	Polhemus	Jonathan		A	OR03	2022	7/26/2022	10050050
	Polhemus	Jonathan		A	OR03	2022	8/3/2022	10050102
	Polhemus	Jonathan		C	OR03	2022	7/25/2022	10050032
	Polhemus	Jonathan		D	OR03	2022	3/10/2022	8218606
Hon.	Poliquin	Bruce L.		C	ME02	2022	5/24/2022	10049490
	Pollard	Auriol Sonia		C	SC06	2022	5/15/2022	10048782
	Polo	Frank		X	FL27	2022	7/21/2022	8219109
	Porter	John Mark		D	CA33	2022	8/4/2022	40003394
	Porter	Kevin Dean		C	FL11	2022	7/11/2022	10049952
	Powell	Rhonda		C	MI10	2022	5/13/2022	10046527
	Prescott	Russell		C	NH01	2022	8/2/2022	10049923
	Preskitt	Sid		C	FL12	2022	8/1/2022	10050083
Hon.	Price	David E.		P	NC04	2022	1/10/2022	20020196
Hon.	Price	David E.		P	NC04	2022	3/2/2022	20020538
Hon.	Price	David E.		P	NC04	2022	4/5/2022	20020733
Hon.	Price	David E.		P	NC04	2022	4/6/2022	20020740
	Pruden	James L.		C	FL22	2022	5/28/2022	10047395
	Pruden	James L.		X	FL22	2022	5/12/2022	30016598
	Pruett	Dasha		W	PA01	2022	4/29/2022	7842
	Puccetti	Gregory Peter		C	KY03	2022	4/2/2022	10044747
	Putorti	Matthew		C	NY21	2022	5/16/2022	10047446
	Putorti	Matthew		X	NY21	2022	6/7/2022	30016767
	Qiu	Helen Jiang		W	NY10	2022	3/10/2022	7833
	Quartey	John Quaye	II	C	CA27	2022	5/9/2022	10047538
	Quinn	Marty L.		C	OK02	2022	5/16/2022	10048926
	Rab	Aejaz (Raji)		C	CA32	2022	5/11/2022	10048266
	Rader	Tristan		C	OH07	2022	5/11/2022	10048133
	Ragge	Claire		C	CA36	2022	5/16/2022	10049087
	Ramirez	Cesar		C	FL15	2022	7/24/2022	10049850
	Ramirez	Cesar		X	FL15	2022	7/6/2022	30017567
	Ramirez	Delia		C	IL03	2022	5/27/2022	10048739
	Ramirez	Delia		X	IL03	2022	6/3/2022	30017093
	Ramos	Javier		C	AZ05	2022	5/15/2022	10048896
	Ramos	Javier		D	AZ05	2022	7/7/2022	40003358
	Ramos	Jonathon Angel		C	CA01	2022	2/28/2022	10044635
	Rankin	Sam		C	MT02	2022	5/11/2022	8218729
	Rar	Rostislav		C	NY20	2022	4/18/2022	10046322
Hon.	Raskin	Jamie		P	MD08	2022	6/9/2022	20020973
	Rathmell	George		C	PA15	2022	5/24/2022	8218851
	Raths	Greg		C	CA40	2022	1/6/2022	10044339
	Raybon	Jennifer Susan		C	FL15	2022	6/13/2022	10049714
Mr.	Rebresh	Michael Stephan		C	IL16	2022	4/15/2022	10046198
	Recile	Rudy		C	CA08	2022	5/11/2022	10048225
Hon.	Reed	Tom		A	NY23	2022	6/1/2022	10049586
Hon.	Reed	Tom		T	NY23	2022	5/13/2022	10048584
	Reeves	Bryce		C	VA07	2022	5/20/2022	10048703
	Reeves	Bryce		X	VA07	2022	6/3/2022	30017076
	Reeves	Ernest T.		C	NC03	2022	6/21/2022	10049829
	Regnier	Jeffery		X	IL01	2022	7/29/2022	8219121
	Rehman	Laique		C	TX07	2022	2/2/2022	10044526
	Reichert	Tim		C	CO07	2022	5/16/2022	10047349
